verse,story
"Thanksgiving to God is a collar on every neck (every one's duty); it is not (thanksgiving) to dispute and make one's face look sour. If thanksgiving is only to look sour, then there is no thanks-giver like vinegar. If vinegar wants (to find) the way to the liver, let it become oxymel by (being mixed with) sugar. The meaning in poetry has no sureness of direction: it is like the sling, it is not under control. On the inner sense of “Let him who desires to sit with God sit with the Súfís.” The ambassador became beside himself from these one or two cups (of spiritual discourse): neither embassage nor message remained in his memory.",5
"He became distraught at the power of God. The ambassador arrived at this place (state) and became a king. When the torrent reached the sea, it became the sea; when the seed reached the cornland, it became the crop of corn. When the bread attained to connexion with the animal (man), the dead bread became living and endowed with knowledge. When the wax and firewood were devoted to the fire, their dark essence became (filled with) light. When the (powdered) stone of antimony went into the eyes, it turned to sight and there became a scout (one who observes the enemy from some point of vantage).",5
"Oh, happy is the man who was freed from himself and united with the existence of a living one! Alas for the living one who consorted with the dead! He became dead, and life sped away from him. When you have fled (for refuge) to the Qur’án of God, you have mingled with the spirit of the prophets. The Qur’án is (a description of) the states of the prophets, (who are) the fishes of the holy sea of (Divine) Majesty. And if you read and do not accept (take to heart) the Qur’án, suppose you have seen the prophets and saints (what will that avail you?);",5
"But if you are accepting (the Qur’án), when you read the stories (of the prophets), the bird, your soul, will be distressed in its cage. The bird that is a prisoner in a cage, (if it) is not seeking to escape, ’tis from ignorance. The spirits which have escaped from their cages are the prophets, (those) worthy guides. From without comes their voice, (telling) of religion, (and crying), “This, this is the way of escape for thee. By this we escaped from this narrow cage: there is no means of escape from this cage but this way,",5
"(That) thou shouldst make thyself ill, exceedingly wretched, in order that thou mayst be let out from (the cage of) reputation.” Worldly reputation is a strong chain: in the Way how is this less than a chain of iron? The story of the merchant to whom the parrot gave a message for the parrots of India on the occasion of his going (thither) to trade. There was a merchant, and he had a parrot imprisoned in a cage, a pretty parrot. When the merchant made ready for travel and was about to depart to India, Because of his generosity he said to each male slave and each handmaid, “What shall I bring (home) for you? Tell (me) quickly.”",5
"Because it is dark, and on every side are fields of cotton: how should sparks be amongst cotton? Iniquitous are those persons who shut their eyes and by such (vain) words set a whole world ablaze. A single word lays waste a (whole) world, turns dead foxes into lions. Spirits in their original nature have the (life-giving) breath of Jesus, (but while they remain embodied) one breath of it (the spirit) is a wound, and the other a plaster. If the (bodily) screen were removed from the spirits, the speech of every spirit would be like (the breath of) the Messiah.",6
"If you wish to utter words like sugar, refrain from concupiscence and do not eat this sweetmeat (the desires of the flesh). Self-control is the thing desired by the intelligent; sweetmeat is what children long for. Whoever practises self-control ascends to Heaven, whoever eats sweetmeat falls farther behind. Commentary on the saying of Farídu’ddín ‘Attár, may God sanctify his spirit— “Thou art a sensualist: O heedless one, drink blood (mortify thyself) amidst the dust (of thy bodily existence), For if thespiritualist drink a poison, it will be (to him as) an antidote.” It does not harm the spiritualist (saint) though he drink deadly poison for all to see, Because he has attained to (spiritual) health and has been set free from (the need for) abstinence, (while) the poor seeker (of God) is (still) in the (state of) fever.",6
"The Prophet said, “O bold seeker, beware! Do not contend with any one who is sought.” In thee is a Nimrod: do not go into the fire. If thou wish to go in, first become Abraham! When thou art neither a swimmer nor a seaman, do not cast thyself (into the sea) from a (feeling of) self-conceit. He (the saint) fetches pearls from the bottom of the sea, from losses he brings gain to the surface. If a perfect man (saint) take earth, it becomes gold; if an imperfect one has carried away gold, it becomes ashes.",6
"Since that righteous man is accepted of God, his hand in (all) things is the hand of God. The hand of the imperfect man is the hand of Devil and demon, because he is in the trap of imposition and guile. If ignorance come to him (the perfect man), it becomes knowledge, (but) the knowledge that goes into the imperfect man becomes ignorance. Whatever an ill man takes becomes illness, (but) if a perfect man takes infidelity, it becomes religion. O thou who, being on foot, hast contended with a horseman, thou wilt not save thy head. Now hold thy foot (desist)! How the magicians paid respect to Moses, on whom be peace, saying, “What dost thou command? Wilt thou cast down thy rod first, or shall we?”",6
"The magicians in the time of the accursed Pharaoh, when they contended with Moses in enmity, Yet gave Moses the precedence—the magicians held him in honour— Because they said to him, “’Tis for thee to command: (if) thou wishest to be the first, do thou cast down thy rod first (of all).” “Nay,” said he, “first do ye, O magicians, cast down those tricks (objects of enchantment) into the middle (where all can see them).” This amount of respect purchased their (belief in) (the true) religion, so that it (the true belief) cut off the hands and feet of their contention (prevented them from disputing further with Moses).",6
"When the magicians acknowledged his (Moses') right, they sacrificed their hands and feet (as a penance) for the sin of that (contention). To the perfect man (every) mouthful (of food) and (every) saying is lawful. Thou art not perfect: do not eat, be mute, Inasmuch as thou art an ear and he a tongue, not thy congener: God said to the ears, “Be silent.” When the sucking babe is born, at first it keeps silence for a while, it is all ear. For a while it must close its lips (and refrain) from speech, until it learns to speak;",6
"And if it is not (silent like) an ear but makes babbling sounds, it makes itself the dumbest creature in the world. He that is deaf by nature, he that had no ear at the beginning, is dumb: how should he burst into speech? Since, in order to speak, one must first hear, do thou come to speech by the way of hearing. Enter ye the houses by their doors, and seek ye the ends in their causes. There is no speech independent of the way of hearing except the speech of the Creator who is without want.",6
"He is the Originator, He follows no master; He is the support of all things, He hath no support, (While) the rest, (engaged) in handicrafts and talk, follow a master and have need of a pattern. If thou art not alien to (unfit to hear) this discourse, assume the frock of a dervish and (take to shedding) tears in some deserted place, Because Adam by means of tears escaped from that reproof: moist tears are the breath (speech) of the penitent. For weeping's sake Adam came (down) to the earth, that he might be weeping and moaning and sorrowful.",6
"Adam, (cast out) from Paradise and from above the Seven (Heavens), went to the “shoe-row” for the purpose of excusing himself. If thou art from the back of Adam and from his loins, be constant in seeking (forgiveness) amongst his company.Prepare a dessert of heart-fire (burning grief) and eye-water (tears): the garden is made open (blooming) by cloud and sun. What dost thou know of the taste of the water of the eyes? Thou art a lover of bread, like the blind (beggars). If thou make this wallet empty of bread, thou wilt make it full of glorious jewels.",6
"Wean the babe, thy soul, from the Devil's milk, and after that make it consort with the Angel. Whilst thou art dark and vexed and gloomy, know that thou art sucking from the same breast as the accursed Devil. The mouthful that gave increase of light and perfection is obtained from lawful earnings. The oil that comes and quenches our lamp—when it quenches a lamp, call it water. From the lawful morsel are born knowledge and wisdom; from the lawful morsel come love and tenderness.",6
"When from a morsel thou seest (arise) envy and guile, (and when) ignorance and heedlessness are born (of it), know that it is unlawful. Wilt thou sow wheat and will it produce barley? Hast thou seen a mare bring forth an ass's colt? The morsel is seed, and thoughts are its fruit; the morsel is the sea, and thoughts are its pearls. From the lawful morsel in the mouth is born the inclination to serve (God) and the resolve to go to yonder world. How the merchant related to the parrot what he had witnessed on the part of the parrots of India. The merchant finished his trading and returned home glad at heart.",6
"He brought a present for every male slave, he gave a token to every slave-girl. “Where is my present?” asked the parrot. “Relate what thou hast said and seen.” “Nay,” said he, “indeed I am repenting of that (which I said), gnawing my hand and biting my fingers (in remorse). Why, from ignorance and folly, did I idly bear (such) an inconsiderate message?” “O master,” said the parrot, “what is thy repentance for? What is it that causes this anger and grief?”",6
"“I told thy complaints,” said he, “to a company of parrots resembling thee. One parrot got scent of (understood) thy pain: her heart broke, and she trembled and died. I became sorry, (thinking) ‘why did I say this?’ but what was the use of repenting after I had said it?” Know that a word which suddenly shot from the tongue is like an arrow shot from the bow. O son, that arrow does not turn back on its way: you must dam a torrent at the source.",6
"When it left the source behind, it swept over a world (of country): if it lays waste the world, ’tis no wonder. There is an unseen bringing forth of effects to (our) action, and the results born of it are not in the control of (human) creatures: Those results are all created by God without any partner, though they are imputed to us. Zayd let fly an arrow in the direction of ‘Amr: his arrow gripped ‘Amr like a leopard. During a long time, a (whole) year, it was producing pain: pains are created by God, not by man.",6
"If Zayd who shot (the arrow) died of fright at the moment (when ‘Amr was wounded), (nevertheless) pains are continually being produced there (in ‘Amr's body) until (‘Amr's) death. Inasmuch as he (‘Amr) died from the results of the hurt (inflicted on him), for this cause call Zayd, who shot (the arrow), the murderer. Impute those pains to him, though all of them are the work of the Creator. So with sowing and breathing (speaking) and (laying) snares and sexual intercourse: the results of those (actions) are amenable to (determined by the will of) God. The saints possess power (derived) from God: they turn back from its course the arrow that has sped.",6
"When the saint repents, he closes the doors of the results (shuts off the results) from the cause by that hand (power) of the Lord. Through the opening of the door (of Divine grace), he makes unsaid what has been said, so that neither spit nor roast-meat is burnt thereby. He wipes out the saying from all the minds that heard it, and makes it imperceptible. O sire, if thou must needs have demonstration and proof (of this), recite “(Whatever) verse (We cancel) or cause to be forgotten. ” Read the verse “They made you forget My warning”: acknowledge their (the saints') power to put forgetfulness (in men's hearts).",6
"Since they are able to make (you) remember and forget, they are mighty over all the hearts of (God's) creatures. When he (the saint) has blocked the road of (your) mental perception by means of forgetfulness, it is impossible (for you) to act, even if there be virtue (in you). Think ye those exalted ones are a laughing-stock? Recite from the Qur’án as far as (the words) “They made you forget.” He that owns a village is king over bodies; he that owns a heart is king over your hearts. Without any doubt, action (practice) is a branch of (subordinate to) seeing (theory): therefore Man is nothing but “the little man” (the pupil of the eye).",6
"I dare not expound the whole of this (subject): hindrance thereto is coming from those who are at the centre. Inasmuch as the forgetfulness and recollection of (God's) creatures are with him (depend on the perfect saint), and he comes at their call for help, Every night that glorious one is emptying from their hearts hundreds of thousands of good and evil (thoughts), (While) in the daytime he is filling their hearts therewith— he is filling those oystershells with pearls. By (Divine) guidance (after sleep is past) all those thoughts of former things recognize the spirits (to which they were attached).",6
"Your handicraft and skill come (back) to you, that they may open to you the door of (ways and) means. The goldsmith's craft did not go to the ironsmith; the disposition of the good-natured man did not go to the disagreeable one. On the day of Resurrection the handicrafts and dispositions will come, like articles of property, to the claimant (owner). After sleep also, the handicrafts and dispositions come back in haste to him that claims them as his. At the hour of dawn the handicrafts and thoughts went to the same place where that good and evil (formerly) were.",6
"Like carrier pigeons, they bring things useful (to know) from (other) cities to their own city. How the parrot heard what those parrots had done, and died in the cage, and how the merchant made lament for her.When the bird heard what that (other) parrot had done, she trembled exceedingly, fell, and became cold. The merchant, seeing her thus fallen, sprang up and dashed his cap on the ground. When he saw her in this guise and in this state, the merchant sprang forward and tore the breast of his garment. He said, “O beautiful parrot with thy sweet cry, what is this that has happened to thee? Why hast thou become like this?",6
"Oh, alas for my sweet-voiced bird! Oh, alas for my bosom-friend and confidant! Oh, alas for my melodious bird, the wine of my spirit and my garden and my sweet basil! Had Solomon possessed a bird like this, how indeed should he have become occupied with those (other) birds? Oh, alas for the bird which I gained cheaply, and (so) soon turned my face away from her countenance! O tongue, thou art a great damage to me, (but) since thou art speaking, what should I say to thee?",6
"O tongue, thou art both the fire and the stack: how long wilt thou dart this fire upon this stack? Secretly my soul is groaning because of thee, although it is doing whatsoever thou biddest it. O tongue, thou art a treasure without end. O tongue, thou art also a disease without remedy. Thou art at once a whistle and decoy for birds, and a comforter in the desolation of absence (from the Beloved). How long wilt thou grant me mercy, O merciless one, O thou who hast drawn the bow to take vengeance on me?",6
"Lo, thou hast made my bird fly away. Do not browse (any more) in the pasture of injustice! Either answer me or give redress or mention to me (what will be) the means of (producing) joy. Oh, alas for my darkness-consuming dawn! Oh, alas for my day-enkindling light! Oh, alas for my bird of goodly flight, that has flown from my end (my last state) to my beginning (my first state). The ignorant man is in love with pain unto everlasting. Arise and read (in the Qur’án) I swear as far as (the words) in trouble.",6
"With thy face I was free from trouble, and in thy river I was unsoiled by froth. These cries of ‘Alas’ are (caused by) the phantasy (idea) of seeing (the Beloved) and (by) separation from my present existence. ’Twas the jealousy of God, and there is no device against God: where is a heart that is not (shattered) in a hundred pieces by God's love? The jealousy (of God) is this, that He is other than all things, that He is beyond explanation and the noise of words. Oh, alas! Would that my tears were an ocean, that they might be strewn as an offering to the fair charmer!",6
"My parrot, my clever-headed bird, the interpreter of my thought and inmost consciousness, She has told me from the first, that I might remember it, whatsoever should come to me as my allotted portion of right and wrong.” The parrot whose voice comes from (Divine) inspiration and whose beginning was before the beginning of existence— That parrot is hidden within thee: thou hast seen the reflexion of her upon this and that (the things of the phenomenal world). She takes away thy joy, and because of her thou art rejoicing: thou receivest injury from her as though it were justice.",6
"O thou who wert burning the soul for the body's sake, thou hast burned (destroyed) the soul and illumined (delighted) the body. I am burning (with love of God): does any one want tinder, let him set his rubbish ablaze with fire from me. Inasmuch as tinder is combustible, take tinder that catches fire (readily). O alas, O alas, O alas that such a moon became hidden under the clouds! How should I utter a word?—for the fire in my heart is grown fierce, the lion of separation (from the Beloved) has become raging and blood-shedding.",6
"One that even when sober is violent and furious, how will it be when he takes the wine-cup in his hand? The furious Lion who is beyond description is too great for (cannot be contained in) the wide expanse of the meadow. I am thinking of rhymes, and my Sweetheart says to me, “Do not think of aught except vision of Me. Sit at thy ease, My rhyme-meditating (friend): in My presence thou art rhymed with (attached to) felicity. What are words that thou shouldst think of them? What are words? Thorns in the hedge of the vineyard.",6
"I will throw word and sound and speech into confusion, that without these three I may converse with thee. That word which I kept hidden from Adam I will speak to thee, O (thou who art the) consciousness of the world. (I will tell to thee) that word which I did not communicate to Abraham, and that pain (love) which Gabriel does not know.” That word of which the Messiah (Jesus) breathed not a word God, from jealousy, did not utter even without má. What is má in language? Positive and negative. I am not positive, I am selfless and negated.",6
"I found (true) individuality in non-individuality: therefore I wove (my) individuality into non-individuality. All kings are enslaved to their slaves, all people are dead (ready to die) for one who dies for them. All kings are prostrate before one who is prostrate before them, all people are intoxicated with (love for) one who is intoxicated with them. The fowler becomes a prey to the birds in order that of a sudden he may make them his prey. The hearts of heart-ravishers are captivated by those who have lost their hearts (to them): all loved ones are the prey of (their) lovers.",6
"Whomsoever thou didst deem to be a lover, regard (him) as the loved one, for relatively he is both this and that. If they that are thirsty seek water from the world, (yet) water too seeks in the world them that are thirsty. Inasmuch as He is (thy) lover, do thou be silent: as He is pulling thine ear, be thou (all) ear. Dam the torrent (of ecstasy) when it runs in flood; else it will work shame and ruin. What care I though ruin be (wrought)? Under the ruin there is a royal treasure.",6
"He that is drowned in God wishes to be more drowned, (while) his spirit (is tossed) up and down like the waves of the sea, (Asking), “Is the bottom of the sea more delightful, or the top? Is His (the Beloved's) arrow more fascinating, or the shield?” O heart, thou art torn asunder by evil suggestion if thou recognise any difference between joy and woe. Although the object of thy desire has the taste of sugar, is not absence of any object of desire (in thee) the object of the Beloved's desire? Every star of His is the blood-price of a hundred new moons: it is lawful for Him to shed the blood of the (whole) world.",6
"We gained the price and the blood-price: we hastened to gamble our soul away. Oh, the life of lovers consists in death: thou wilt not win the (Beloved's) heart except in losing thine own. I sought (to win) His heart with a hundred airs and graces, (but) He made excuses to me (put me off) in disdain. I said, “After all, this mind and soul (of mine) are drowned in Thee.” “Begone,” said He, “begone! Do not chant these spells over Me (do not seek thus to beguile Me). Do not I know what thought thou hast conceived? O thou who hast seen double, how hast thou regarded the Beloved?",6
"O gross-spirited one, thou hast held Me in light esteem, because thou hast bought Me very cheaply. He that buys cheaply gives cheaply: a child will give a pearl for a loaf of bread.” I am drowned in a love (so deep) that therein are drowned the first loves and the last. I have told it summarily, I have not explained it (at length), otherwise both (thy) perceptions and (my) tongue would be consumed. When I speak of “lip,” ’tis the lip (shore) of the Sea; when I say “not,” the intended meaning is “except.”",6
"By reason of (inward) sweetness I sit with sour face: from fullness of speech I am silent, That in the mask of sour-facedness my sweetness may be kept hidden from the two worlds. In order that this subject may not come to every ear, I am telling (only) one out of a hundred esoteric mysteries. Commentary on the saying of the Hakím (Saná’í): “Any thing that causes thee to be left behind on the Way, what matterwhether it be infidelity or faith? Any form that causes thee to fall far from the Beloved, what matter whether it be ugly orbeautiful?”—and (a discourse) on the meaning of the words of the Prophet, on whom be peace: “Verily, Sa‘d is jealous,and I am more jealous than Sa‘d, and Allah is more jealous than I; and because of His jealousy He hath forbidden foulactions both outward and inward. The whole world became jealous because God is superior to all the world in jealousy. He is like the spirit, and the world is like the body: the body receives from the spirit (both) good and evil.",6
"Any one whose prayer-niche is turned to the (mystical) revelation, do thou regard his going (back) to (the traditional) faith as shameful. Any one who has become Master of the robes to the King, it is loss for him to traffic on the King's behalf. Any one who becomes the intimate friend of the Sultan, it is an injury and swindle (for him) to wait at his door. When (the privilege of) kissing the (King's) hand has been bestowed on him by the King, it is a sin if he prefers to kiss the (King's) foot. Although to lay the head on the (King's) foot is an act of obeisance, (yet) compared with the former act of obeisance it is a fault and backsliding.",6
"The King is jealous of any one who, after having seen the face, prefers the (mere) scent. To speak in parables, God's jealousy is the wheat, (while) men's jealousy is the straw in the stack. Know that the root of (all) jealousies is in God: those of mankind are an offshoot from God, without resemblance (being implied). I will leave the explanation of this and will begin to complain of the cruelty of that fickle Beauty. I wail because wailings are pleasant to Him: He wants from the two worlds wailing and grief.",6
"How should I not wail bitterly on account of His deceit, since I am not in the circle of those intoxicated with Him? How should I not mourn, like night, without His day and without the favour of His day-illuming countenance? His unsweetness is sweet in my soul: may my soul be sacrificed to the Beloved who grieves my heart! I am in love with my grief and pain for the sake of pleasing my peerless King. I make the dust of sorrow a salve for mine eye, that the two seas of mine eyes may be filled with pearls.",6
"The tears which people shed for His sake are pearls—and people think they are tears. I am complaining of the Soul of the soul, (but in truth) I am not complaining: I am (only) relating. My heart is saying, “I am tormented by Him,” and I have (long) been laughing at its poor pretence. Do (me) right, O glory of the righteous, O Thou who art the dais, and I the threshold of Thy door! Where are threshold and dais in reality? In the quarter where our Beloved is, where are “we” and “I”?",6
"O Thou whose soul is free from “we” and “I,” O Thou who art the subtle essence of the spirit in man and woman, When man and woman become one, Thou art that One; when the units are wiped out, lo, Thou art that (Unity). Thou didst contrive this “I” and “we” in order that Thou mightst play the game of worship with Thyself, That all “I's” and “thou's” should become one soul and at last should be submerged in the Beloved. All this is (true), and do Thou come, O (Lord of the) Creative Word, O Thou who transcendest “Come” and (all) speech!",6
"The body can see Thee (only) in bodily fashion: it fancies (pictures to itself) Thy sadness or laughter. Do not say that the heart that is bound (conditioned) by (such bodily attributes as) sadness and laughter is worthy of seeing Thee (as Thou really art). He who is bound by sadness and laughter is living by means of these two borrowed (transient and unreal) things. In the verdant garden of Love, which is without end, there are many fruits besides sorrow and joy. Love is higher than these two states of feeling: without spring and without autumn it is (ever) green and fresh.",6
"Pay the tithe on Thy fair face, O Beauteous One: relate the story of the soul that is rent in pieces, For by the coquetry of a glance One who is given to glancing amorously has branded my heart anew. I absolved Him if He shed my blood: I was saying, “It is lawful (I absolve Thee),” and He was fleeing (from me). Since Thou art fleeing from the lament of those who are (as) dust, why pourest Thou sorrow on the hearts of the sorrowful? O Thou, whom every dawn that shone from the East found overflowing (with abundant grace) like the bright fountain (of the sun),",6
"How didst Thou give (nothing but) evasion to Thy frenzied lover, O Thou the sugar of whose lips hath no price? O Thou who art a new soul to the old world, hear the cry (that comes) from my body (which is) without soul and heart. Leave the tale of the Rose! For God's sake set forth the tale of the Nightingale that is parted from the Rose! Our emotion is not caused by grief and joy, our consciousness is not related to fancy and imagination. There is another state (of consciousness), which is rare: do not thou disbelieve, for God is very mighty.",6
"Do not judge from the (normal) state of man, do not abide in wrong-doing and in well-doing. Wrong-doing and well-doing, grief and joy, are things that come into existence; those who come into existence die; God is their heir. ’Tis dawn. O Thou who art the support and refuge of the dawn, ask pardon (for me) of my Lord Husámu’ddín! Thou art He who asketh pardon of the Universal Mind and Soul, Thou art the Soul of the soul and the Splendour of the coral. The light of dawn has shone forth, and from Thy light we are engaged in drinking the morning-drink with the wine of Thy Mansúr.",6
"Inasmuch as Thy gift keeps me thus (enravished), who (what) is (other) wine that it should bring me rapture? Wine in ferment is a beggar suing for our ferment; Heaven in revolution is a beggar suing for our consciousness. Wine became intoxicated with us, not we with it; the body came into being from us, not we from it. We are as bees, and bodies are as wax (honeycomb): we have made the body, cell by cell, like wax. This (discourse) is very long. Tell the story of the merchant, that we may see what happened to that good man. Reverting to the tale of the merchant who went to trade (in India).",6
"The merchant in fire (burning grief) and anguish and yearning was uttering a hundred distracted phrases like this, Now self-contradiction, now disdain, now supplication, now passion for reality, now metaphor (unreality). The drowning man suffers an agony of soul and clutches at every straw. For fear of (losing) his head (life), he flings about (both) hand and foot to see whether any one will take his hand (help him) in peril. The Friend loves this agitation: it is better to struggle vainly than to lie still.",6
"He who is the King (of all) is not idle, (though) complaint from Him would be a marvel, for He is not ill. For this reason said the Merciful (God), O son, “Every day He is (busy) in an affair,” O son. In this Way be thou ever scraping and scratching (exerting thyself to the utmost): until thy last breath do not be unoccupied for a moment, So that thy last breath may be a last breath in which the (Divine) favour is thy bosomfriend. Whatsoever the soul which is in man and woman strives to do, the ear and eye of the soul's King are at the window. How the merchant cast the parrot out of the cage and how the dead parrot flew away.",6
"After that, he cast her out of the cage. The little parrot flew to a lofty bough. The dead parrot made such a (swift) flight as when the orient sun rushed onward. The merchant was amazed at the action of the bird: without understanding he suddenly beheld the mysteries of the bird. He lifted up his face and said, “O nightingale, give us profit (instruction) by explaining thy case. What did she (the parrot) do there (in India), that thou didst learn, devise a trick, and burn us (with grief)”?",6
"The parrot said, “She by her act counselled me—‘Abandon thy charm of voice and thy affection (for thy master), Because thy voice has brought thee into bondage’: she feigned herself dead for the sake of (giving me) this counsel, Meaning (to say), ‘O thou who hast become a singer to high and low, become dead like me, that thou mayst gain release.’” If you are a grain, the little birds will peck you up; if you are a bud, the children will pluck you off. Hide the grain (bait), become wholly a snare; hide the bud, become the grass on the roof.",6
"Any one who offers his beauty to auction, a hundred evil fates set out towards him (and overtake him). Plots and angers and envies pour upon his head, like water from waterskins. Foes tear him to pieces from jealousy; even friends take his lifetime away. He that was heedless of the sowing and the springtide, how should he know the value of this lifetime? You must flee to the shelter of God's grace, who shed thousand fold grace upon (our) spirits,",6
"That you may find a shelter. Then how (will you lack) shelter? Water and fire will become your army. Did not the sea become a friend to Noah and Moses? Did it not become overbearing in vengeance against their enemies? Was not the fire a fortress for Abraham, so that it raised smoke (sighs of despair) from the heart of Nimrod? Did not the mountain call Yahyá (John the Baptist) to itself and drive off his pursuers with blows of stone? “O Yahyá,” it said, “come, take refuge in me, that I may be thy shelter from the sharp sword.” How the parrot bade farewell to the merchant and flew away.",6
"The parrot gave him one or two counsels full of (spiritual) savour and after that bade him the farewell of parting. The merchant said to her, “Go, God protect thee! Just now thou hast shown to me a new Way.” Said the merchant to himself, “This is the counsel for me; I will take her Way, for this Way is shining with light. How should my soul be meaner than the parrot? The soul ought to follow a good track like this.” The harmfulness of being honoured by the people and of becoming conspicuous. The body is cage-like: the body, amidst the cajoleries of those who come in and go out, became a thorn to the soul.",6
"This one says to him, “I will be thy confidant,” and that one says, “Nay, I am thy partner.” This one says to him, “There is none in existence like thee for beauty and eminence and for kindness and liberality.” That one says to him, “Both the worlds are thine, all our souls are thy soul's parasites.” When he sees the people intoxicated with (desire for) him, because of arrogance he loses self-control. He does not know that the Devil has cast thousands like him into the water of the river (of destruction).",6
"The world's flattery and hypocrisy is a sweet morsel: eat less of it (eat it not), for it is a morsel full of fire. Its fire is hidden and its taste is manifest: its smoke becomes visible in the end. Do not say, “How should I swallow that praise? He is speaking from desire (for reward): I am on his track (and see quite well what he is after).” If your belauder should satirise you in public, your heart would burn for (many) days on account of those scorches (of vituperation). Although you know that he (only) said it in disappointment because the hopes he had of you brought him no gain,",6
"(Yet) the effect thereof is remaining within you. The same experience happens to you in the case of praise. The effect of that too lasts for many days and becomes a source of arrogance and deception of the soul, But it does not show itself, because praise is sweet; (in the case of blame) the evil shows itself, because blame is bitter. It (blame) is like (bitter) decoctions and pills which you swallow and for a long time you are in disturbance and pain, Whereas, if you eat halwá (sweetmeat), its taste is momentary: this effect, like the other, is not enduring for ever.",6
"Since it does not endure (perceptibly), it endures imperceptibly: recognise every opposite by means of its opposite. When the effect of sugar endures (remains latent), after a while it produces boils that call for the lancet. Pharaoh was made (what he was) by abundance of praises: be lowly of spirit through meekness, do not domineer. So far as you can, become a slave, do not be a monarch. Suffer blows: become like the ball, do not be the bat. Otherwise, when this elegance and beauty remains with you no more, you will be loathed by those companions.",6
"The set of people who used to flatter you deceitfully, when they behold you will call you a devil. When they see you at their doors, they all will cry, “A dead man has risen from his grave.” (You will be) like the beardless youth whom they address as “Lord” that by this hypocrisy they may make him infamous. As soon as he has grown a beard in infamy, the Devil is ashamed to search after him. The Devil approaches Man for the sake of wickedness: he does not approach you because you are worse than the Devil.",6
"So long as you were a man the Devil was running at your heels and bidding you taste (his) wine. Since you have become confirmed in devilry, the Devil is fleeing from you, O good for- nothing! At that (former) time they clung to your skirt: when you became like this they all fled. Explanation of (the Tradition) “Whatsoever God wills cometh to pass.” We have spoken all these words, but in preparing ourselves (for the journey before us) we are naught, naught without the favours of God. Without the favours of God and God's elect ones, angel though he be, his page is black.",6
"O God, O Thou whose bounty fulfils (every) need, it is not allowable to mention any one beside Thee. This amount of guidance Thou hast bestowed (upon us); till this (present time) Thou hast covered up many a fault of ours. Cause the drop of knowledge which Thou gavest (us) heretofore to become united with Thy seas. In my soul there is a drop of knowledge: deliver it from sensuality and from the body's clay, Before these clays drink it up, before these winds sweep it away,",6
"Although, when they sweep it away, Thou art able to take it back from them and redeem it. The drop that vanished in the air or was spilled (on the earth)—when did it flee (escape) from the storehouse of Thy omnipotence? If it enter into non-existence or a hundred non-existences, it will make a foot of its head (will return in headlong haste) when Thou callest it. Hundreds of thousands of opposites are killing their opposites: Thy decree is drawing them forth again (from non-existence). There is caravan on caravan, O Lord, (speeding) continually from non-existence towards existence.",6
"In particular, every night all thoughts and understandings become naught, plunged in the deep Sea; Again at the time of dawn those Divine ones lift up their heads from the Sea, like fishes. In autumn the myriads of boughs and leaves go in rout into the sea of Death, (While) in the garden the crow clothed in black like a mourner makes lament over the (withered) greenery. Again from the Lord of the land comes the edict (saying) to Non-existence, “Give back what thou hast devoured!",6
"Give up, O black Death, what thou hast devoured of plants and healing herbs and leaves and grass!” O brother, collect thy wits for an instant (and think): from moment to moment (incessantly) there is autumn and spring within thee. Behold the garden of the heart, green and moist and fresh, full of rosebuds and cypresses and jasmines; Boughs hidden by the multitude of leaves, vast plain and high palace hidden by the multitude of flowers. These words, which are from Universal Reason, are the scent of those flowers and cypresses and hyacinths.",6
"Didst thou (ever) smell the scent of a rose where no rose was? Didst thou (ever) see the foaming of wine where no wine was? The scent is thy guide and conducts thee on thy way: it will bring thee to Eden and Kawthar. The scent is a remedy for the (sightless) eye; (it is) light-making: the eye of Jacob was opened by a scent. The foul scent darkens the eye, the scent of Joseph succours the eye. Thou who art not a Joseph, be a Jacob: be (familiar), like him, with weeping and sore distress.",6
"Hearken to this counsel from the Sage of Ghazna, that thou mayst feel freshness in thy old body: “Disdain needs a face like the rose; when thou hast not (such a face), do not indulge in ill-temper. Ugly is disdain in an uncomely face, grievous is eye-ache in an unseeing eye.” In the presence of Joseph do not give thyself airs and behave like a beauty: offer nothing but the supplication and sighs of Jacob. The meaning of dying (as conveyed) by the parrot was supplication (self-abasement): make thyself dead in supplication and poverty (of spirit),",6
"That the breath of Jesus may revive thee and make thee fair and blessed as itself. How should a rock be covered with verdure by the Spring? Become earth, that thou mayst grow flowers of many a hue. Years hast thou been a heart-jagging rock: once, for the sake of experiment, be earth! The story of the old harper who in the time of ‘Umar, may God be well-pleased with him, on a day when he was starvingplayed the harp for God's sake in the graveyard. Hast thou heard that in the time of ‘Umar there was a harper, a fine and glorious minstrel? The nightingale would be made beside herself by his voice: by his beautiful voice one rapture would be turned into a hundred.",6
"His breath was an ornament to assembly and congregation, and at his song the dead would arise. (He was) like Isráfíl (Seraphiel), whose voice will cunningly bring the souls of the dead into their bodies, Or he was (like) an accompanist to Isráfíl, for his music would make the elephant grow wings. One day Isráfíl will make a shrill sound and will give life to him that has been rotten for a hundred years. The prophets also have (spiritual) notes within, whence there comes life beyond price to them that seek (God).",7
